Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
2013,Otago,Otago Region,Change in lakes,144,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Change in lakes,-29,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Change in lakes,-3,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Change in lakes,0,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Change in lakes,0,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Change in lakes,570,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Change in lakes,429,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Evapotranspiration,6717,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Evapotranspiration,2182,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Evapotranspiration,12393,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Evapotranspiration,7359,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Evapotranspiration,5120,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Evapotranspiration,6189,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Evapotranspiration,4248,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Evapotranspiration,10298,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Evapotranspiration,4578,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Evapotranspiration,59084,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Evapotranspiration,12870,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Evapotranspiration,12117,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Evapotranspiration,11361,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Evapotranspiration,13488,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Evapotranspiration,4936,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Evapotranspiration,177,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Evapotranspiration,3423,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Evapotranspiration,58373,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Evapotranspiration,117457,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Inflow from other regions,1,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Inflow from other regions,8,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Inflow from other regions,53,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Inflow from other regions,3553,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Inflow from other regions,2080,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Inflow from other regions,1147,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Inflow from other regions,3,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Inflow from other regions,19,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Inflow from other regions,46,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2013,West Coast,West Coast Region,Inflow from other regions,7656,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Inflow from other regions,12382,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Inflow from other regions,17287,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Inflow from other regions,54,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Inflow from other regions,1476,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Inflow from other regions,5,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Inflow from other regions,10212,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2013,New Zealand,Total New Zealand,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2013,Northland,Northland Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Outflow to other regions,28,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Outflow to other regions,41,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Outflow to other regions,1917,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Outflow to other regions,4671,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Outflow to other regions,191,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Outflow to other regions,1,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to other regions,60,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2013,West Coast,West Coast Region,Outflow to other regions,1403,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Outflow to other regions,27428,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Outflow to other regions,133,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Outflow to other regions,104,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Outflow to other regions,7629,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Outflow to other regions,72,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Outflow to other regions,12304,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2013,New Zealand,Total New Zealand,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2013,Northland,Northland Region,Outflow to sea and net extraction,9618,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Outflow to sea and net extraction,3961,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Outflow to sea and net extraction,20932,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Outflow to sea and net extraction,16178,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Outflow to sea and net extraction,6909,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Outflow to sea and net extraction,11495,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Outflow to sea and net extraction,7342,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to sea and net extraction,16134,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Outflow to sea and net extraction,9946,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Outflow to sea and net extraction,102515,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Outflow to sea and net extraction,117690,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Outflow to sea and net extraction,33292,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Outflow to sea and net extraction,45815,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Outflow to sea and net extraction,53337,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Outflow to sea and net extraction,10756,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Outflow to sea and net extraction,442,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Outflow to sea and net extraction,10784,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Outflow to sea and net extraction,272116,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Outflow to sea and net extraction,374631,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Precipitation,16527,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Precipitation,6218,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Precipitation,33436,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Precipitation,21781,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Precipitation,14618,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Precipitation,16731,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Precipitation,11701,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Precipitation,26456,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Precipitation,14188,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Precipitation,161656,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Precipitation,122930,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Precipitation,67685,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Precipitation,41184,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Precipitation,66251,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Precipitation,21401,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Precipitation,684,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Precipitation,16317,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Precipitation,336453,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Precipitation,498109,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Total change in water storage,193,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Total change in water storage,54,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Total change in water storage,124,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Total change in water storage,-120,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Total change in water storage,-2,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Total change in water storage,3,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Total change in water storage,113,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Total change in water storage,-17,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Total change in water storage,-291,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Total change in water storage,57,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Total change in water storage,-1377,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Total change in water storage,7230,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Total change in water storage,1162,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Total change in water storage,-623,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Total change in water storage,-445,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Total change in water storage,-2,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Total change in water storage,19,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Total change in water storage,5965,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Total change in water storage,6022,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Total inflows,16528,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Total inflows,6226,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Total inflows,33490,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Total inflows,25334,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Total inflows,16697,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Total inflows,17877,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Total inflows,11704,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Total inflows,26475,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Total inflows,14234,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Total inflows,161656,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Total inflows,130587,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Total inflows,80067,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Total inflows,58471,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Total inflows,66306,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Total inflows,22876,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Total inflows,689,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Total inflows,26530,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Total inflows,336453,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Total inflows,498109,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Total outflows,16335,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Total outflows,6172,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Total outflows,33365,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Total outflows,25454,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Total outflows,16700,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Total outflows,17875,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Total outflows,11591,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Total outflows,26492,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Total outflows,14525,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Total outflows,161599,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Total outflows,131964,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Total outflows,72837,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Total outflows,57309,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Total outflows,66928,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Total outflows,23321,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Total outflows,691,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Total outflows,26511,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Total outflows,330488,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Total outflows,492087,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Change in groundwater,131,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Change in groundwater,78,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Change in groundwater,408,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Change in groundwater,-57,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Change in groundwater,-4,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Change in groundwater,-4,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Change in groundwater,166,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in groundwater,98,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Change in groundwater,-261,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Change in groundwater,555,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Change in groundwater,-68,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Change in groundwater,7046,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Change in groundwater,786,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Change in groundwater,-298,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Change in groundwater,-231,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Change in groundwater,,number,Millions of cubic metres per year,not applicable
2013,Marlborough,Marlborough Region,Change in groundwater,15,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Change in groundwater,7250,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Change in groundwater,7805,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Auckland,Auckland Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Waikato,Waikato Region,Change in ice volume,0,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Gisborne,Gisborne Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Hawke's Bay,Hawke's Bay Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Taranaki,Taranaki Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in ice volume,-1,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,North Island,Total North Island,Change in ice volume,-1,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Change in ice volume,-296,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Change in ice volume,-377,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Change in ice volume,-42,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Change in ice volume,-13,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Nelson,Nelson Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2014,Marlborough,Marlborough Region,Change in ice volume,0,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Change in ice volume,-728,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Change in ice volume,-729,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Change in snow,0,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Change in snow,0,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Change in snow,-3,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Change in snow,-1,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Change in snow,0,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Change in snow,-3,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Change in snow,-1,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in snow,-9,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Change in snow,-48,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Change in snow,-65,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Change in snow,1015,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Change in snow,-325,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Change in snow,-392,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Change in snow,101,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Change in snow,-15,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Change in snow,0,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Change in snow,-190,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Change in snow,194,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Change in snow,129,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Change in soil moisture,8,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Change in soil moisture,63,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Change in soil moisture,247,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Change in soil moisture,354,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Change in soil moisture,117,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Change in soil moisture,83,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Change in soil moisture,197,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in soil moisture,387,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Change in soil moisture,21,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Change in soil moisture,1476,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Change in soil moisture,282,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Change in soil moisture,95,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Change in soil moisture,85,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Change in soil moisture,50,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Change in soil moisture,111,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Change in soil moisture,4,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Change in soil moisture,72,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Change in soil moisture,699,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Change in soil moisture,2176,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Change in lakes,0,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Change in lakes,-1,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Change in lakes,-87,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Change in lakes,-22,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Change in lakes,0,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Change in lakes,-43,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Change in lakes,0,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in lakes,-14,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Change in lakes,-15,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Change in lakes,-182,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Change in lakes,44,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Change in lakes,382,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Change in lakes,472,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Change in lakes,306,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Change in lakes,17,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Change in lakes,0,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Change in lakes,0,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Change in lakes,1222,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Change in lakes,1040,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Evapotranspiration,7128,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Evapotranspiration,2417,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Evapotranspiration,13534,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Evapotranspiration,8791,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Evapotranspiration,6039,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Evapotranspiration,7827,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Evapotranspiration,4494,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Evapotranspiration,10917,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Evapotranspiration,5203,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Evapotranspiration,66350,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Evapotranspiration,12897,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Evapotranspiration,12108,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Evapotranspiration,10637,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Evapotranspiration,13797,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Evapotranspiration,5160,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Evapotranspiration,191,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Evapotranspiration,3677,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Evapotranspiration,58466,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Evapotranspiration,124816,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Inflow from other regions,1,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Inflow from other regions,5,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Inflow from other regions,41,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Inflow from other regions,3865,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Inflow from other regions,2254,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Inflow from other regions,1495,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Inflow from other regions,3,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Inflow from other regions,23,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Inflow from other regions,58,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2014,West Coast,West Coast Region,Inflow from other regions,7964,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Inflow from other regions,12940,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Inflow from other regions,16541,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Inflow from other regions,62,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Inflow from other regions,1554,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Inflow from other regions,3,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Inflow from other regions,10711,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2014,New Zealand,Total New Zealand,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2014,Northland,Northland Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Outflow to other regions,18,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Outflow to other regions,30,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Outflow to other regions,2076,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Outflow to other regions,5335,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Outflow to other regions,207,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Outflow to other regions,1,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to other regions,76,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2014,West Coast,West Coast Region,Outflow to other regions,1489,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Outflow to other regions,27168,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Outflow to other regions,107,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Outflow to other regions,111,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Outflow to other regions,7939,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Outflow to other regions,66,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Outflow to other regions,12895,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2014,New Zealand,Total New Zealand,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2014,Northland,Northland Region,Outflow to sea and net extraction,9054,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Outflow to sea and net extraction,2869,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Outflow to sea and net extraction,16976,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Outflow to sea and net extraction,14688,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Outflow to sea and net extraction,9613,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Outflow to sea and net extraction,16280,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Outflow to sea and net extraction,7562,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to sea and net extraction,18688,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Outflow to sea and net extraction,9333,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Outflow to sea and net extraction,105062,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Outflow to sea and net extraction,140570,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Outflow to sea and net extraction,43800,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Outflow to sea and net extraction,46217,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Outflow to sea and net extraction,61158,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Outflow to sea and net extraction,9614,number,Millions of cubic metres per year,
