Date(NZST),WindDir(DegT),Speed(m/s),WindDir StdDev,WindSpd StdDev
20180904,124,2.8,16,0.8
20180905,138,0.6,59,0.6
20180906,92,0.8,74,0.5
20180907,127,0.1,34,0.2
20180908,83,0.3,0,0.3
20180909,302,0.8,14,0.5
20180910,117,1.6,15,0.5
20180911,264,0.5,9,0.3
20180912,133,0.9,47,0.7
20180913,337,1,76,0.5
20180914,106,1.4,46,0.8
20180915,113,1.3,41,0.5
20180916,330,0.9,21,0.7
20180917,35,3.5,24,1.2
20180918,202,0.9,87,0.4
20180919,352,0.9,33,0.4
20180920,309,0.4,13,0.4
20180921,314,0.9,70,0.6
20180922,321,0.3,23,0.3
20180923,65,0.8,66,0.6
20180924,16,1.1,29,0.9
20180925,153,0.9,38,0.4
20180926,338,1,39,0.4
20180927,325,0.8,19,0.3
20180928,288,0.9,23,0.3
20180929,341,0.9,56,0.5
20180930,122,1.2,50,0.6
20181001,14,1.4,63,0.9
20181002,117,0.7,23,0.5
20181003,310,0.7,38,0.5
20181004,244,0.2,0,0.3
20181005,341,0.7,23,0.3
20181006,124,1.6,12,0.6
20181007,189,0.5,60,0.4
20181008,347,0.4,70,0.3
20181009,120,0.9,14,0.4
20181010,9,0.6,46,0.5
20181011,48,2.1,21,0.6
20181012,216,1.8,27,0.8
20181013,136,1.3,27,0.5
20181014,91,1.2,50,0.5
20181015,5,1.1,64,0.6
20181016,0,0,0,0
20181017,241,0.7,35,0.4
20181018,206,0.5,25,0.7
20181019,274,0.8,88,0.5
20181020,287,0.4,20,0.3
20181021,178,1.3,41,0.6
20181022,305,0.9,30,0.8
20181023,133,1.8,19,0.5
20181024,254,0.6,53,0.5
20181025,28,1.7,29,0.8
20181026,36,0.9,83,0.6
20181027,342,0.5,28,0.6
20181028,322,0.8,20,0.6
20181029,186,0.4,22,0.3
20181030,249,0.9,19,0.5
20181031,328,0.7,21,0.3
20181101,200,2.8,19,1
20181102,326,0.4,28,0.6
20181103,19,2.5,31,1.1
20181104,336,1.4,49,0.8
20181105,300,0.5,16,0.5
20181106,239,0.3,62,0.3
20181107,52,0.9,78,0.5
20181108,34,3.9,27,1.4
20181109,23,3.4,31,1.5
20181110,338,1.1,24,0.4
20181111,104,1.9,14,0.8
20181112,67,0.9,53,0.4
20181113,313,0.7,32,0.4
20181114,325,0.9,27,0.4
20181115,298,0.9,35,0.4
20181116,289,0.8,49,0.4
20181117,32,2.5,33,1
20181118,18,1.6,43,0.9
20181119,218,0.7,65,0.5
20181120,325,1.2,27,0.4
20181121,335,1.1,70,0.7
20181122,327,1.4,34,0.5
20181123,298,0.7,42,0.4
20181124,152,2.6,21,1.1
20181125,341,0.8,51,0.5
20181126,0,0,2,0
20181127,202,1.6,23,0.6
20181128,300,0.8,71,0.5
20181129,120,1,88,0.5
20181130,292,0.9,33,0.5
20181201,201,0.4,52,0.4
20181202,117,1.3,49,0.7
20181203,316,0.7,86,0.4
20181204,45,3.2,25,1.1
20181205,43,3.6,24,1.4
20181206,37,0.6,70,0.5
20181207,324,1.5,33,0.5
20181208,184,1.1,55,0.5
20181209,187,1.9,50,1.2
20181210,215,1,41,0.6
20181211,52,2.3,23,0.8
20181212,322,0.9,38,0.4
20181213,334,0.9,41,0.4
20181214,283,0.4,65,0.3
20181215,87,1,53,0.5
20181216,327,0.6,53,0.4
20181217,6,0.6,90,0.4
20181218,302,0.6,50,0.5
20181219,6,1.6,36,0.9
20181220,214,1.6,25,0.8
20181221,89,0.8,40,0.4
20181222,324,1.2,27,0.4
20181223,184,1.4,40,0.6
20181224,116,1.6,23,0.6
20181225,132,1,18,0.4
20181226,280,1.1,80,0.8
20181227,185,1.7,28,1
20181228,353,0.6,60,0.4
20181229,338,0.9,29,0.4
20181230,335,0.8,37,0.5
20181231,5,0.9,55,0.6
20190101,313,0.5,30,0.3
20190102,5,0.6,37,0.5
20190103,263,0.5,28,0.4
20190104,174,2.1,27,0.8
20190105,23,0.5,46,0.4
20190106,310,0.9,51,0.6
20190107,168,2.8,22,1
20190108,178,1.8,63,1.3
20190109,283,0.5,43,0.4
20190110,318,1.2,45,0.6
20190111,182,2.1,22,0.9
20190112,89,0.8,44,0.4
20190113,15,0.9,53,0.5
20190114,219,1.3,26,0.5
20190115,356,0.9,48,0.5
20190116,132,0.4,69,0.4
20190117,215,1.4,41,0.6
20190118,322,0.2,14,0.2
20190119,349,1.1,27,0.5
20190120,171,1.3,49,0.9
20190121,96,1,46,0.5
20190122,329,0.9,19,0.4
20190123,278,0.6,64,0.4
20190124,287,0.8,47,0.4
20190125,302,0.9,14,0.3
20190126,178,0.4,37,0.3
20190127,104,1,65,0.7
20190128,351,0.9,56,0.6
20190129,162,1.1,57,0.5
20190130,293,0.3,12,0.5
20190131,96,0.9,65,0.4
20190201,3,1.9,40,1.1
20190202,128,2.2,24,0.7
20190203,334,0.6,43,0.4
20190204,22,0.7,66,0.4
20190205,342,0.6,61,0.5
20190206,216,0.8,30,0.4
20190207,210,0.9,21,0.4
20190208,303,0.7,35,0.4
20190209,126,1.2,21,0.4
20190210,2,0.9,39,0.5
20190211,342,0.7,21,0.4
20190212,146,1.3,33,0.5
20190213,133,0.5,48,0.3
20190214,145,0.9,52,0.6
20190215,217,1.2,41,0.6
20190216,182,1.5,49,1
20190217,318,0.5,41,0.5
20190218,194,1.1,36,0.7
20190219,331,0.6,0,0.3
20190220,3,1.4,41,0.7
20190221,313,0.4,22,0.4
20190222,330,1.3,31,0.6
20190223,101,1.1,29,0.9
20190224,216,2,29,0.9
20190225,125,2.6,16,0.7
20190226,89,0.2,34,0.3
20190227,83,0.1,0,0.2
20190228,322,0.7,33,0.4
20190301,316,0.1,0,0.2
20190302,287,0.1,52,0.2
20190303,324,0.2,47,0.3
20190304,119,1.9,14,0.6
20190305,250,0.2,0,0.3
20190306,82,0.1,21,0.2
20190307,131,0.3,26,0.3
20190308,157,0.8,41,0.6
20190309,115,2,22,0.6
20190310,0,0,4,0.1
20190311,338,0.2,0,0.3
20190312,324,0.4,33,0.4
20190313,50,0.3,13,0.3
20190314,204,0.8,31,0.5
20190315,301,0.9,39,0.5
20190316,98,1.1,56,0.6
20190317,70,0.7,37,0.6
20190318,0,0,0,0
20190319,121,0.6,6,0.5
20190320,0,0,0,0.1
20190321,0,0,0,0
20190322,116,0.6,0,0.5
20190323,118,1.3,5,0.4
20190324,0,0,0,0
20190325,0,0,0,0.1
20190326,25,3.5,34,1.4
20190327,309,0.7,49,0.5
20190328,87,0.7,21,0.8
20190329,63,0.3,15,0.4
20190330,269,0.2,0,0.2
20190331,286,0.2,10,0.4
20190401,317,1.2,35,0.5
20190402,137,1,44,0.9
20190403,286,0.1,16,0.2
20190404,12,0.5,63,0.5
20190405,146,1,24,0.5
20190406,128,1.2,27,0.7
20190407,116,1.8,48,0.8
20190408,24,0.1,0,0.2
20190409,99,0.7,43,0.4
20190410,123,0.6,12,0.4
20190411,270,0.4,65,0.3
20190412,132,1.5,19,0.5
20190413,283,0.4,18,0.3
20190414,325,0.1,16,0.2
20190415,288,0.8,66,0.6
20190416,106,2.4,15,0.6
20190417,124,1.7,15,0.7
20190418,125,2,12,0.8
20190419,7,0.6,80,0.5
20190420,353,0.5,41,0.3
20190421,62,1,50,0.9
20190422,212,0.5,68,0.5
20190423,305,0.1,24,0.2
20190424,102,0.8,14,0.6
20190425,104,1,38,0.5
20190426,338,0.3,36,0.3
20190427,26,2.1,36,1
20190428,72,0.3,28,0.4
20190429,24,1.1,38,0.7
20190430,103,1,18,0.8
20190501,302,0.1,1,0.2
20190502,324,0.3,23,0.4
20190503,339,0.1,2,0.2
20190504,64,0.3,47,0.4
20190505,239,0.6,49,0.4
20190506,117,2.1,12,0.6
20190507,120,2.4,11,0.6
20190508,326,0.2,17,0.4
20190509,14,0.3,60,0.4
20190510,79,0.2,42,0.4
20190511,99,0.1,4,0.3
20190512,283,0.5,24,0.5
20190513,157,1.4,57,1
20190514,351,0.7,21,0.4
20190515,7,0.4,35,0.3
20190516,113,0.7,47,0.5
20190517,128,1.2,39,0.8
20190518,336,0.8,22,0.5
20190519,173,0.5,18,0.5
20190520,336,0.6,22,0.5
20190521,333,0.7,16,0.4
20190522,118,1.2,17,0.6
20190523,139,2,17,0.9
20190524,127,3.1,14,0.7
20190525,303,0.2,2,0.3
20190526,292,0.4,36,0.4
20190527,242,0.4,71,0.4
20190528,76,1.3,38,0.6
20190529,89,0.3,46,0.3
20190530,59,4,26,1.6
20190531,80,0.2,12,0.3
20190601,250,0.2,36,0.3
20190602,125,2.3,16,0.8
20190603,0,0,0,0
20190604,58,0.1,33,0.3
20190605,137,1,26,0.8
20190606,347,0.4,18,0.4
20190607,145,1,52,1
20190608,321,0.2,57,0.4
20190609,122,1.2,31,0.7
20190610,360,0.1,46,0.2
20190611,2,0.3,17,0.4
20190612,44,0.5,55,0.4
20190613,104,0.7,14,0.5
20190614,322,0.1,16,0.3
20190615,301,0.4,69,0.4
20190616,336,0.6,73,0.5
20190617,94,0.2,37,0.3
20190618,359,0.2,8,0.2
20190619,337,0.1,3,0.2
20190620,327,0.2,21,0.3
20190621,273,0.2,34,0.3
20190622,9,0.2,15,0.3
20190623,200,0.2,15,0.5
20190624,0,0,7,0.1
20190625,262,0.4,0,0.4
20190626,340,0.4,0,0.4
20190627,280,0.5,0,0.4
20190628,0,0,0,0.1
20190629,0,0,0,0
20190630,23,0.4,17,0.4
20190701,29,0.4,50,0.5
20190702,0,0,0,0
20190703,42,3.6,28,1.4
20190704,143,2.3,23,0.9
20190705,110,3,12,0.7
20190706,248,0.7,77,0.7
20190707,332,0.4,26,0.3
20190708,152,1.4,26,0.6
20190709,352,0.2,15,0.2
20190710,68,1.1,57,0.7
20190711,160,0.5,58,0.4
20190712,111,0.9,43,0.6
20190713,347,0.3,72,0.4
20190714,29,3.3,26,1.3
20190715,346,0.3,36,0.4
20190716,8,1.5,84,1
20190717,177,0.7,78,0.6
20190718,328,0.7,31,0.4
20190719,29,0.7,49,0.5
20190720,33,0.7,36,0.4
20190721,102,1.5,12,0.6
20190722,112,2.4,13,0.8
20190723,116,2.2,15,0.6
20190724,111,1.9,10,0.4
20190725,48,0.8,47,0.3
20190726,114,0.8,7,0.3
20190727,23,0.5,35,0.3
20190728,56,0.6,46,0.3
20190729,350,0.2,25,0.3
20190730,108,0.7,31,0.4
20190731,174,0.9,55,0.5
20190801,354,0.5,19,0.4
20190802,132,0.8,70,0.6
20190803,119,0.6,18,0.4
20190804,105,1,43,0.6
20190805,335,0.2,45,0.3
20190806,339,0.5,18,0.4
20190807,334,0.5,12,0.3
20190808,41,0.4,29,0.3
20190809,354,0.8,27,0.4
20190810,79,1,74,0.5
20190811,96,0.9,46,0.6
20190812,66,0.8,45,0.6
20190813,292,0.7,41,0.4
20190814,171,1.4,47,0.8
20190815,67,0.7,42,0.6
20190816,309,0.7,23,0.4
20190817,91,0.6,20,0.3
20190818,122,2.1,17,0.7
20190819,306,0.6,28,0.2
20190820,40,2.9,27,0.9
20190821,151,0.7,68,0.7
20190822,128,3.1,18,0.9
20190823,346,0.8,18,0.3
20190824,62,0.6,73,0.4
20190825,337,0.8,51,0.3
20190826,38,2.7,24,1.1
20190827,268,0.6,42,0.3
20190828,328,0.8,30,0.4
20190829,326,0.6,50,0.3
20190830,115,1.4,16,0.5
20190831,234,0.7,56,0.4
20190901,6,0.6,34,0.4
20190902,282,0.6,54,0.5
20190903,4,1,36,0.4
20190904,75,0.6,87,0.3
20190905,115,0.6,54,0.3
20190906,114,1.5,12,0.5
20190907,343,0.9,39,0.4
20190908,254,0.7,92,0.4
20190909,195,2.2,17,0.7
20190910,340,0.5,53,0.3
20190911,9,0.4,72,0.3
20190912,309,0.7,35,0.3
20190913,338,1.4,30,0.7
20190914,194,1,11,0.6
20190915,246,0.4,32,0.4
20190916,62,0.4,44,0.2
20190917,179,1.2,47,0.7
20190918,326,1.2,22,0.5
20190919,71,1.1,53,0.6
20190920,6,0.5,49,0.3
20190921,34,0.6,63,0.3
20190922,226,0.7,22,0.4
20190923,352,2.8,29,1.2
20190924,152,2.6,21,1
20190925,323,1.4,19,0.5
20190926,308,0.7,88,0.4
20190927,358,0.8,53,0.4
20190928,331,0.5,36,0.4
20190929,283,0.8,86,0.5
20190930,29,3.6,26,1.4
20191001,131,1,35,0.4
20191002,45,0.6,78,0.4
20191003,49,0.7,39,0.5
20191004,95,1.1,36,0.4
20191005,34,3.3,24,1.3
20191006,355,0.5,18,0.3
20191007,331,1,22,0.4
20191008,326,0.9,23,0.4
20191009,5,1.4,43,0.9
20191010,18,2.3,37,1.2
20191011,45,1.9,30,0.9
20191012,146,0.9,58,0.5
20191013,1,1.1,66,0.5
20191014,106,1.2,38,0.5
20191015,130,1.3,20,0.6
20191016,357,0.5,34,0.3
20191017,320,0.7,42,0.4
20191018,66,1.4,25,0.5
20191019,126,1.2,28,0.6
20191020,326,1.1,21,0.4
20191021,244,0.4,78,0.3
20191022,343,0.8,20,0.5
20191023,196,2.4,16,0.9
20191024,128,1.9,26,0.7
20191025,4,0.8,68,0.4
20191026,286,0.8,29,0.3
20191027,104,1.6,31,0.7
20191028,315,0.9,62,0.4
20191029,115,1,48,0.6
20191030,315,1,24,0.4
20191031,284,0.9,23,0.3
20191101,219,0.7,23,0.3
20191102,302,0.7,40,0.4
20191103,321,0.9,37,0.4
20191104,108,0.8,24,0.4
20191105,358,0.8,87,0.4
20191106,23,1.8,25,0.9
20191107,24,2.1,33,0.9
20191108,31,2.6,33,1.2
20191109,24,3.3,30,1.3
20191110,24,3.5,28,1.4
20191111,207,0.7,38,0.4
20191112,298,0.6,31,0.3
20191113,330,1.1,45,0.8
20191114,347,1.5,29,0.7
20191115,300,0.9,24,0.6
20191116,39,3.8,22,1.3
20191117,233,0.7,62,0.4
20191118,315,2,23,0.6
20191119,327,1,45,0.6
20191120,86,1.1,40,0.5
20191121,335,1,33,0.4
20191122,161,1.3,42,1.1
20191123,327,0.5,28,0.3
20191124,321,0.8,44,0.5
20191125,217,1.6,25,0.7
20191126,282,0.9,51,0.4
20191127,340,0.5,28,0.4
20191128,41,2.2,24,0.8
20191129,298,0.5,59,0.3
20191130,294,1,28,0.5
20191201,26,2.8,30,1.2
20191202,360,0.8,49,0.8
20191203,30,3.4,28,1.4
20191204,15,2.1,32,1
20191205,288,0.8,40,0.6
20191206,321,2.1,23,0.7
20191207,20,4,29,1.7
20191208,285,1.2,46,0.9
20191209,25,1.1,53,0.5
20191210,330,1.4,25,0.6
20191211,226,1.4,28,0.8
20191212,311,0.8,32,0.7
20191213,277,0.7,26,0.4
20191214,203,0.7,52,0.6
20191215,306,1.1,43,0.6
20191216,3,1,41,0.4
20191217,29,3.2,29,1.4
20191218,138,1.3,26,0.5
20191219,320,1.1,21,0.4
20191220,330,2.3,42,1.3
20191221,69,1.6,47,0.6
20191222,302,0.3,17,0.4
20191223,215,2.3,27,1
20191224,231,1.1,28,0.5
20191225,271,0.6,33,0.5
20191226,309,1.3,43,0.8
20191227,264,0.6,31,0.5
20191228,82,1,32,0.5
20191229,247,0.7,22,0.5
20191230,278,0.7,39,0.4
20191231,283,0.2,27,0.3
20200101,304,1,22,0.4
20200102,302,0.9,47,0.6
20200103,134,3,18,0.8
20200104,157,1.8,24,0.7
20200105,4,1,49,0.6
20200106,317,1.3,60,0.8
20200107,308,1.4,19,0.5
20200108,272,0.4,12,0.4
20200109,280,0.3,13,0.4
20200110,131,1.1,53,0.5
20200111,276,0.3,44,0.4
20200112,38,4.4,24,1.6
20200113,138,1.3,42,0.5
20200114,124,0.7,14,0.5
20200115,217,0.8,52,0.5
20200116,106,1.7,16,0.5
20200117,349,1.1,26,0.4
20200118,201,0.9,35,0.7
20200119,114,1.9,15,0.5
20200120,106,1.6,13,0.7
20200121,173,0.7,47,0.6
20200122,206,1.2,30,0.5
20200123,279,0.5,18,0.5
20200124,211,0.4,16,0.6
20200125,292,0.5,24,0.6
20200126,301,0.4,16,0.6
20200127,360,1.1,34,1.1
20200128,300,0.1,13,0.3
20200129,287,0.5,12,0.5
20200130,96,0.9,17,0.5
20200131,116,1.3,19,0.5
20200201,94,1.3,23,0.6
20200202,312,0.2,24,0.4
20200203,308,1.2,61,1
20200204,35,4.5,27,1.7
20200205,13,0.6,20,0.6
20200206,345,0.1,35,0.2
20200207,330,1.3,25,0.5
20200208,182,2.2,24,0.8
20200209,317,1.1,21,0.6
20200210,113,2.4,15,0.5
20200211,230,1,28,0.4
20200212,354,1,34,0.7
20200213,228,1,22,0.5
20200214,0,0,8,0.1
20200215,328,0.2,15,0.4
20200216,21,2.3,31,1.1
20200217,52,2.1,24,0.8
20200218,5,0.5,24,0.6
20200219,113,1.1,15,0.5
20200220,307,0.2,9,0.4
20200221,311,0.8,27,0.8
20200222,235,0.9,44,0.6
20200223,100,1.6,24,0.5
20200224,89,0.9,54,0.5
20200225,161,0.6,33,0.5
20200226,327,0.8,25,0.5
20200227,0,0,15,0.1
20200228,21,2.1,29,1.1
20200229,171,2.3,22,1
20200301,315,0.3,7,0.3
20200302,268,0.3,26,0.4
20200303,230,0.2,16,0.4
20200304,161,2.5,22,0.8
20200305,119,0.8,21,0.6
20200306,82,0.9,34,0.8
20200307,332,0.3,16,0.4
20200308,90,0.6,38,0.6
20200309,7,0.2,16,0.4
20200310,360,0.1,21,0.2
20200311,353,0.1,10,0.3
20200312,128,0.8,19,0.5
20200313,115,1.4,14,0.6
20200314,0,0,0,0.1
20200315,116,2.3,11,0.6
20200316,266,0.2,21,0.4
20200317,140,1.4,53,0.7
20200318,91,0.8,25,0.9
20200319,278,0.1,16,0.3
20200320,245,0.1,13,0.3
20200321,102,0.3,30,0.5
20200322,121,0.7,22,0.6
20200323,7,0.4,41,0.4
20200324,126,1.3,31,0.7
20200325,109,0.7,18,0.5
20200326,310,0.5,15,0.5
20200327,171,1.1,53,0.7
20200328,93,0.3,38,0.5
20200329,133,0.8,14,0.7
20200330,143,0.1,9,0.2
20200331,340,0.4,23,0.5
20200401,276,0.1,1,0.2
20200402,305,0.3,7,0.4
20200403,100,2,17,0.6
20200404,99,0.3,28,0.5
20200405,338,0.2,16,0.3
20200406,332,0.1,10,0.3
20200407,345,1.6,29,0.6
20200408,111,0.1,10,0.3
20200409,261,0.7,66,0.6
20200410,314,0.1,4,0.2
20200411,121,2.2,17,0.7
20200412,360,1.6,32,1
20200413,321,1.4,96,0.9
20200414,118,1.4,25,0.8
20200415,122,0.9,14,0.5
20200416,356,0.5,30,0.5
20200417,98,1.4,22,0.5
20200418,352,2.7,75,1.4
20200419,125,1.3,77,0.6
20200420,18,0.4,24,0.5
20200421,125,1.3,19,0.4
20200422,337,0.1,10,0.2
20200423,109,1.9,22,0.7
20200424,112,0.7,15,0.5
20200425,268,0.5,11,0.5
20200426,107,2.1,21,0.6
20200427,345,2,34,0.8
20200428,156,0.2,26,0.4
20200429,350,0.8,20,0.3
20200430,347,0.1,6,0.2
20200501,348,0.2,15,0.4
20200502,63,1,62,0.7
20200503,72,0.5,69,0.5
20200504,75,0.7,46,0.6
20200505,125,1.5,23,0.5
20200506,331,0.5,14,0.2
20200507,318,0.3,2,0.3
20200508,320,0.3,9,0.4
20200509,18,0.6,38,0.2
20200510,98,1.6,13,0.5
20200511,92,1,43,0.7
20200512,78,0.7,31,0.5
20200513,105,0.9,9,0.4
20200514,325,0.5,18,0.5
20200515,349,0.5,16,0.3
20200516,108,1.1,14,0.4
20200517,99,0.9,14,0.3
20200518,345,0.5,13,0.2
20200519,115,2.8,11,0.6
20200520,0,0,0,0.1
20200521,325,0.4,66,0.3
20200522,96,0.5,14,0.4
20200523,89,0.4,19,0.2
20200524,268,0.4,40,0.3
20200525,194,1.9,20,0.8
20200526,140,1,41,0.6
20200527,318,0.2,11,0.3
20200528,19,0.2,20,0.2
20200529,114,1,13,0.4
20200530,40,0.2,25,0.2
20200531,276,0.4,64,0.3
20200601,97,0.7,87,0.4
20200602,335,0.2,3,0.2
20200603,323,0.2,14,0.3
20200604,310,0.7,51,0.4
20200605,143,0.7,95,0.4
20200606,356,0.1,11,0.2
20200607,140,0.7,73,0.6
20200608,342,0.3,2,0.3
20200609,235,0.1,0,0.2
20200610,250,0.2,14,0.3
20200611,301,0.2,20,0.3
20200612,106,0.4,15,0.4
20200613,115,1.5,37,0.7
20200614,108,1.3,15,0.4
20200615,318,0.5,70,0.3
20200616,41,2.2,23,1
20200617,78,0.4,12,0.3
20200618,210,1.5,26,0.8
20200619,171,1.2,41,0.9
20200620,35,0.1,8,0.1
20200621,113,0.3,57,0.2
20200622,324,0.1,0,0.1
20200623,321,0.1,7,0.1
20200624,90,0.8,48,0.7
20200625,135,0.3,84,0.3
20200626,140,0.4,70,0.4
20200627,88,0.6,48,0.6
20200628,335,0.3,55,0.4
20200629,228,0.2,29,0.2
20200630,113,3.4,11,0.8
20200701,0,0,0,0
20200702,0,0,0,0
20200703,0,0,0,0
20200704,2,0.1,7,0.1
20200705,104,0.8,27,0.6
20200706,297,0.4,53,0.5
20200707,109,0.1,20,0.2
20200708,241,0.2,33,0.2
20200709,0,0,0,0
20200710,0,0,0,0
20200711,0,0,0,0
20200712,96,0.4,12,0.3
20200713,90,0.2,57,0.2
20200714,105,1.4,21,0.8
20200715,117,0.8,23,0.5
20200716,0,0,0,0
20200717,277,0.2,47,0.3
20200718,0,0,0,0
20200719,0,0,18,0.1
20200720,0,0,2,0.1
20200721,46,2.2,24,1
20200722,235,0.1,42,0.1
20200723,100,0.1,26,0.2
20200724,125,0.3,43,0.5
20200725,321,0.1,8,0.2
20200726,357,0.1,42,0.2
20200727,105,0.9,9,0.9
20200728,352,0.1,42,0.1
20200729,284,0.2,9,0.4
20200730,0,0,12,0.1
20200731,116,0.7,32,0.7
20200801,0,0,1,0.1
20200802,0,0,4,0.1
20200803,0,0,0,0
20200804,0,0,9,0.1
20200805,250,0.1,41,0.3
20200806,0,0,0,0.1
20200807,339,0.3,14,0.4
20200808,116,3,14,0.8
20200809,273,0.1,1,0.3
20200810,0,0,5,0
20200811,95,1.5,32,0.7
20200812,94,0.7,24,0.5
20200813,0,0,0,0
20200814,0,0,5,0
20200815,0,0,0,0
20200816,0,0,4,0.1
20200817,108,1.1,11,1
20200818,0,0,0,0
20200819,58,1.5,16,0.6
20200820,107,1,11,1
20200821,35,2.7,23,1.2
20200822,110,1.6,15,0.6
20200823,232,0.1,11,0.3
20200824,106,0.3,34,0.5
20200825,264,0.2,2,0.3
20200826,104,1.4,23,0.8
20200827,308,0.5,76,0.4
20200828,181,0.5,76,0.5
20200829,115,1.5,22,0.7
20200830,26,0.5,47,0.4
20200831,297,0.8,26,0.4
20200901,43,2.3,29,1.1
20200902,162,0.5,46,0.4
20200903,0,0,12,0.1
20200904,284,0.4,44,0.5
20200905,110,2,18,0.6
20200906,26,3.1,29,1.2
20200907,98,2.5,20,1
20200908,134,0.3,56,0.3
20200909,280,0.5,11,0.4
20200910,114,1.7,12,0.5
20200911,63,0.7,74,0.7
20200912,350,0.3,52,0.3
20200913,292,0.2,20,0.3
20200914,227,0.5,46,0.5
20200915,360,1.1,76,0.8
20200916,274,0.6,19,0.4
20200917,322,2.5,28,0.9
20200918,160,1.3,38,0.8
20200919,309,0.3,7,0.4
20200920,61,1.1,69,0.5
20200921,348,0.7,20,0.5
20200922,338,1.1,73,0.7
20200923,41,5,21,1.6
20200924,27,2,41,1
20200925,298,1.4,26,0.6
20200926,99,0.5,50,0.5
20200927,358,3.7,32,2.1
20200928,84,1.6,35,0.6
20200929,344,1.4,83,0.7
20200930,7,0.7,85,0.4
20201001,96,0.9,25,0.4
20201002,278,0.7,46,0.4
20201003,82,0.5,70,0.4
20201004,308,0.9,24,0.4
20201005,114,1.5,18,0.5
20201006,116,1,28,0.7
20201007,138,2,21,0.7
20201008,84,0.8,52,0.4
20201009,41,0.5,64,0.3
20201010,2,1.1,56,0.5
20201011,25,3.6,28,1.4
20201012,20,1.8,29,0.7
20201013,72,1.2,53,0.6
20201014,343,1.4,21,0.7
20201015,117,1,37,0.5
20201016,348,0.5,42,0.3
20201017,281,0.7,39,0.2
20201018,329,1,22,0.4
20201019,26,2.9,28,1.1
20201020,222,0.7,56,0.3
20201021,78,0.6,24,0.4
20201022,13,0.9,66,0.4
20201023,5,0.7,62,0.5
20201024,301,0.6,55,0.4
20201025,315,1.3,35,0.7
20201026,46,5,21,1.5
20201027,160,2.3,24,0.8
20201028,260,1,47,0.4
20201029,329,0.8,23,0.6
20201030,349,1.4,47,1
20201031,30,3.6,27,1.4
20201101,243,0.7,15,0.3
20201102,236,0.7,22,0.3
20201103,124,1,15,0.5
20201104,16,0.7,73,0.5
20201105,352,1.2,39,0.9
20201106,340,0.9,31,0.4
20201107,283,1.7,19,0.6
20201108,224,2.3,19,0.9
20201109,178,2.2,38,1
20201110,213,2.5,20,0.9
20201111,358,0.5,68,0.3
20201112,104,0.6,43,0.3
20201113,298,0.8,20,0.3
20201114,113,0.9,31,0.4
20201115,316,0.5,26,0.4
20201116,15,1.6,37,0.7
20201117,336,0.9,46,0.5
20201118,198,2.4,28,0.8
20201119,307,0.9,65,0.5
20201120,306,0.8,48,0.4
20201121,305,1.5,33,0.6
20201122,120,1,28,0.5
20201123,345,1.2,72,0.6
20201124,4,1.1,88,0.5
20201125,156,0.8,33,0.4
20201126,329,0.6,37,0.3
20201127,306,1.1,21,0.4
20201128,331,1.3,23,0.4
20201129,241,1.2,79,0.5
20201130,39,2.2,25,0.8
20201201,187,2.3,31,0.8
20201202,357,1.3,60,0.8
20201203,175,0.9,66,0.5
20201204,292,1.6,14,0.6
20201205,21,1.9,30,0.8
20201206,348,0.9,34,0.4
20201207,20,3,34,1.4
20201208,39,4.5,24,1.5
20201209,334,1,48,0.5
20201210,277,0.8,54,0.5
20201211,20,3.5,34,1.5
20201212,188,1.1,68,0.9
20201213,196,1.2,29,0.7
20201214,297,0.6,56,0.3
20201215,321,1.1,30,0.6
20201216,201,1.7,27,0.7
20201217,231,1.6,22,0.6
20201218,351,0.9,76,0.6
20201219,279,1,42,0.5
20201220,207,0.8,66,0.4
20201221,52,2.1,29,1
20201222,332,2.1,33,0.8
20201223,15,0.9,37,0.7
20201224,35,3.8,26,1.3
20201225,127,1.4,34,0.6
20201226,222,0.9,29,0.5
20201227,119,2,23,0.8
20201228,324,0.9,65,0.5
20201229,145,1.1,44,0.7
20201230,333,1.1,58,0.6
20201231,287,1,46,0.6
20210101,64,0.8,75,0.4
20210102,327,1.3,20,0.5
20210103,47,3.4,24,1.1
20210104,304,1.5,34,0.5
20210105,329,1.6,29,0.7
20210106,313,1.1,27,0.5
20210107,29,3,46,1.2
20210108,317,0.5,61,0.4
20210109,267,0.7,19,0.3
20210110,193,0.8,51,0.5
20210111,310,0.4,53,0.4
20210112,343,0.6,49,0.3
20210113,301,0.9,31,0.3
20210114,145,2.4,18,0.6
20210115,17,1.1,43,0.4
20210116,283,0.7,80,0.4
20210117,31,1.6,30,1
20210118,298,0.9,35,0.4
20210119,19,2.2,44,1
20210120,199,1,92,0.4
20210121,101,0.7,40,0.4
20210122,331,0.8,27,0.4
20210123,352,1.6,40,1.2
20210124,101,0.8,15,0.4
20210125,68,0.5,43,0.3
20210126,330,0.9,47,0.4
20210127,4,1.2,67,0.5
20210128,182,4.2,29,1.5
20210129,130,2,29,0.8
20210130,23,1.2,65,0.5
20210131,83,0.8,57,0.5
20210201,111,2.5,13,0.8
20210202,44,0.8,59,0.3
20210203,174,1.3,41,0.5
20210204,344,0.6,45,0.4
20210205,112,3.1,13,0.7
20210206,119,1.9,18,0.7
20210207,301,0.8,18,0.3
20210208,81,0.9,53,0.4
20210209,51,0.9,57,0.8
20210210,193,0.9,46,0.4
